Scope: MO type=MusicalWork & Interface: API?=N/A & Interface: Data Dump?=N/A & Access: license=CC0 & Scope: Formats=marcxml & Scope: Formats=video & Situation/Task=literary studies & Scope: Formats=png & Scope: Formats=mods/xml & Situation/Task=theology & Scope: Formats=realaudio & SPARQL endpoint URI=http://sparql.europeana.eu/ & Scope: Object type=Musical resource & Interface: API? & Feature: Structure & Interface: SPARQL endpoint? & Scope: Formats=mei/xml & Collection: Size=<100 & Scope: Formats=musicxml & Feature: Lyrics & Data size=UNKNOWN & Scope: Formats=mets/xml & Scope: Formats=midi & SPARQL endpoint URI=http://www.rechercheisidore.fr/sqe/ & Feature: Harmony & Affordance: Is playable? & Scope: Formats=audio & Target audience=listeners & Collection: Size=UNKNOWN & Situation/Task=music listening & Feature: Rhythm & Situation/Task=music annotation & Access: Free/Charged=Charged & Situation/Task=musicology & Situation/Task=metadata aggregation & Situation/Task=cultural studies & Scope: Formats=rdf & Access: license=CC-BY-NC & Situation/Task=popular music & Situation/Task=data visualization & Scope: Genre & Target audience=amateurs & Target audience=scholars & Scope: Formats=pdf & Scope: Formats=iiif & Access: Free/Charged=Free and Charged & Scope: Formats=mp3 & Access: license=Copyright & Purpose: Learning & Feature: Melody & Collection: Size=<1000 & Symbolic: Machine readable? & Collection: Size=<100000 & Scope: Formats=tei/xml & Feature: Timbre & Access: license=Not specified & Scope: Artist & Situation/Task=omr & Target audience=performers & Interface: Data Dump? & Data size=~Mb & Collection: Size=<1M & Collection: Size=>1M,Access: Public & Scope: Geographical & Access: license=Open Access & Data size=~Gb & Scope: Object type=Score & Collection: Size=<10000 & Target audience=researchers & Access: Free/Charged=Free & Purpose: Research & Resource type=Digital Library & Interface: SPARQL endpoint?=N/A & Scope: Temporal & Situation/Task=music history & Interface: Is it queryable? & Type: Collection & Interface: Browsable? & Scope: Formats=jpg & Format: Interoperable? & Feature: Descriptive Metadata & Interface: Human consumption? & Scope: MO type=Score,0.033,1
Scope: MO type=MusicalWork & Interface: API?=N/A & Interface: Data Dump?=N/A & Collection: Size=<10000 & Access: license=CC0 & Scope: Formats=marcxml & Scope: Formats=video & Situation/Task=literary studies & Scope: Formats=png & Scope: Formats=mods/xml & Situation/Task=theology & Scope: Formats=realaudio & SPARQL endpoint URI=http://sparql.europeana.eu/ & Access: license=Open Access & Data size=~Gb & Scope: Object type=Musical resource & Interface: API? & Interface: SPARQL endpoint? & Scope: Formats=mei/xml & Collection: Size=<100 & Scope: Formats=musicxml & Feature: Lyrics & Scope: Formats=mets/xml & Scope: Formats=midi & SPARQL endpoint URI=http://www.rechercheisidore.fr/sqe/ & Feature: Harmony & Scope: Formats=audio & Target audience=listeners & Collection: Size=UNKNOWN & Situation/Task=music listening & Feature: Rhythm & Situation/Task=music annotation & Access: Free/Charged=Charged & Situation/Task=musicology & Situation/Task=metadata aggregation & Situation/Task=cultural studies & Scope: Formats=rdf & Access: license=CC-BY-NC & Situation/Task=popular music & Situation/Task=data visualization & Target audience=amateurs & Target audience=scholars & Scope: Formats=pdf & Scope: Formats=iiif & Access: Free/Charged=Free and Charged & Scope: Formats=mp3 & Purpose: Learning & Feature: Melody & Collection: Size=<1000 & Symbolic: Machine readable? & Collection: Size=<100000 & Scope: Formats=tei/xml & Feature: Timbre & Access: license=Not specified & Scope: Artist & Situation/Task=omr & Target audience=performers & Interface: Data Dump? & Data size=~Mb & Collection: Size=<1M,Target audience=researchers & Scope: Genre & Interface: SPARQL endpoint?=N/A & Situation/Task=music history & Access: license=Copyright & Type: Collection & Interface: Browsable? & Scope: Formats=jpg & Format: Interoperable? & Feature: Descriptive Metadata & Interface: Human consumption? & Access: Public & Scope: Geographical & Scope: Object type=Score & Feature: Structure & Access: Free/Charged=Free & Purpose: Research & Data size=UNKNOWN & Resource type=Digital Library & Affordance: Is playable? & Scope: Temporal & Interface: Is it queryable? & Collection: Size=>1M & Scope: MO type=Score,0.033,1
Scope: MO type=MusicalWork & Interface: API?=N/A & Interface: Data Dump?=N/A & Collection: Size=<10000 & Access: license=CC0 & Scope: Formats=marcxml & Scope: Formats=video & Situation/Task=literary studies & Scope: Formats=png & Scope: Formats=mods/xml & Situation/Task=theology & Scope: Formats=realaudio & SPARQL endpoint URI=http://sparql.europeana.eu/ & Access: license=Open Access & Data size=~Gb & Scope: Object type=Musical resource & Interface: API? & Feature: Structure & Interface: SPARQL endpoint? & Scope: Formats=mei/xml & Collection: Size=<100 & Scope: Formats=musicxml & Feature: Lyrics & Scope: Formats=mets/xml & Scope: Formats=midi & SPARQL endpoint URI=http://www.rechercheisidore.fr/sqe/ & Feature: Harmony & Affordance: Is playable? & Scope: Formats=audio & Target audience=listeners & Collection: Size=UNKNOWN & Situation/Task=music listening & Feature: Rhythm & Situation/Task=music annotation & Access: Free/Charged=Charged & Situation/Task=metadata aggregation & Situation/Task=cultural studies & Scope: Formats=rdf & Access: license=CC-BY-NC & Situation/Task=data visualization & Scope: Genre & Scope: Formats=iiif & Access: Free/Charged=Free and Charged & Scope: Formats=mp3 & Access: license=Copyright & Purpose: Learning & Scope: Formats=jpg & Feature: Melody & Collection: Size=<1000 & Format: Interoperable? & Symbolic: Machine readable? & Scope: Formats=tei/xml & Feature: Timbre & Scope: Artist & Situation/Task=omr & Interface: Data Dump? & Data size=~Mb & Collection: Size=<1M & Collection: Size=>1M,Situation/Task=popular music & Target audience=researchers & Target audience=scholars & Target audience=amateurs & Scope: Formats=pdf & Interface: SPARQL endpoint?=N/A & Situation/Task=music history & Type: Collection & Interface: Browsable? & Feature: Descriptive Metadata & Interface: Human consumption? & Access: Public & Collection: Size=<100000 & Scope: Geographical & Scope: Object type=Score & Access: license=Not specified & Access: Free/Charged=Free & Purpose: Research & Data size=UNKNOWN & Resource type=Digital Library & Scope: Temporal & Target audience=performers & Interface: Is it queryable? & Scope: MO type=Score & Situation/Task=musicology,0.033,1
Scope: MO type=MusicalWork & Interface: API?=N/A & Access: license=CC0 & Scope: Formats=video & Situation/Task=literary studies & Situation/Task=music history & Scope: Formats=png & Scope: Formats=mods/xml & Situation/Task=theology & Scope: Formats=realaudio & SPARQL endpoint URI=http://sparql.europeana.eu/ & Data size=~Gb & Scope: Object type=Musical resource & Interface: API? & Feature: Structure & Interface: SPARQL endpoint? & Scope: Formats=mei/xml & Collection: Size=<100 & Scope: Formats=musicxml & Feature: Lyrics & Scope: Formats=mets/xml & Scope: Formats=midi & SPARQL endpoint URI=http://www.rechercheisidore.fr/sqe/ & Feature: Harmony & Affordance: Is playable? & Scope: Formats=audio & Target audience=listeners & Collection: Size=UNKNOWN & Situation/Task=music listening & Feature: Rhythm & Situation/Task=music annotation & Access: Free/Charged=Charged & Situation/Task=musicology & Situation/Task=cultural studies & Scope: Formats=rdf & Access: license=CC-BY-NC & Situation/Task=popular music & Situation/Task=data visualization & Scope: Genre & Target audience=amateurs & Target audience=scholars & Scope: Formats=pdf & Scope: Formats=iiif & Access: Free/Charged=Free and Charged & Scope: Formats=mp3 & Access: license=Copyright & Purpose: Learning & Feature: Melody & Collection: Size=<1000 & Symbolic: Machine readable? & Collection: Size=<100000 & Scope: Geographical & Scope: Formats=tei/xml & Feature: Timbre & Access: license=Not specified & Scope: Artist & Situation/Task=omr & Scope: Temporal & Target audience=performers & Interface: Data Dump? & Data size=~Mb & Collection: Size=<1M & Collection: Size=>1M,Access: Public & Situation/Task=metadata aggregation & Access: license=Open Access & Scope: Object type=Score & Interface: Data Dump?=N/A & Collection: Size=<10000 & Target audience=researchers & Access: Free/Charged=Free & Purpose: Research & Data size=UNKNOWN & Scope: Formats=marcxml & Resource type=Digital Library & Interface: SPARQL endpoint?=N/A & Interface: Is it queryable? & Type: Collection & Interface: Browsable? & Scope: Formats=jpg & Format: Interoperable? & Feature: Descriptive Metadata & Interface: Human consumption? & Scope: MO type=Score,0.033,1
Scope: MO type=MusicalWork & Interface: API?=N/A & Interface: Data Dump?=N/A & Collection: Size=<10000 & Access: license=CC0 & Scope: Formats=marcxml & Scope: Formats=video & Situation/Task=literary studies & Scope: Formats=png & Scope: Formats=mods/xml & Situation/Task=theology & Scope: Formats=realaudio & SPARQL endpoint URI=http://sparql.europeana.eu/ & Data size=~Gb & Scope: Object type=Musical resource & Interface: API? & Feature: Structure & Interface: SPARQL endpoint? & Scope: Formats=mei/xml & Collection: Size=<100 & Scope: Formats=musicxml & Feature: Lyrics & Purpose: Research & Scope: Formats=mets/xml & Scope: Formats=midi & SPARQL endpoint URI=http://www.rechercheisidore.fr/sqe/ & Feature: Harmony & Affordance: Is playable? & Scope: Formats=audio & Target audience=listeners & Collection: Size=UNKNOWN & Situation/Task=music listening & Feature: Rhythm & Situation/Task=music annotation & Access: Free/Charged=Charged & Situation/Task=metadata aggregation & Situation/Task=cultural studies & Scope: Formats=rdf & Access: license=CC-BY-NC & Situation/Task=popular music & Situation/Task=data visualization & Scope: Genre & Target audience=amateurs & Target audience=scholars & Scope: Formats=pdf & Scope: Formats=iiif & Access: Free/Charged=Free and Charged & Scope: Formats=mp3 & Access: license=Copyright & Purpose: Learning & Feature: Melody & Collection: Size=<1000 & Symbolic: Machine readable? & Collection: Size=<100000 & Scope: Formats=tei/xml & Feature: Timbre & Access: license=Not specified & Scope: Artist & Situation/Task=omr & Scope: Temporal & Target audience=performers & Interface: Data Dump? & Data size=~Mb & Collection: Size=>1M,Access: Public & Scope: Geographical & Access: license=Open Access & Scope: Object type=Score & Target audience=researchers & Access: Free/Charged=Free & Data size=UNKNOWN & Resource type=Digital Library & Interface: SPARQL endpoint?=N/A & Situation/Task=music history & Interface: Is it queryable? & Type: Collection & Interface: Browsable? & Scope: Formats=jpg & Collection: Size=<1M & Format: Interoperable? & Feature: Descriptive Metadata & Interface: Human consumption? & Scope: MO type=Score & Situation/Task=musicology,0.033,1
Interface: API?=N/A & Collection: Size=<10000 & Access: license=CC0 & Scope: Formats=marcxml & Scope: Formats=video & Situation/Task=literary studies & Situation/Task=music history & Scope: Formats=png & Scope: Formats=mods/xml & Situation/Task=theology & Scope: Formats=realaudio & Data size=~Gb & Scope: Object type=Score & Feature: Structure & Scope: Formats=mei/xml & Collection: Size=<100 & Scope: Formats=musicxml & Feature: Lyrics & Scope: Formats=mets/xml & Scope: Formats=midi & SPARQL endpoint URI=http://www.rechercheisidore.fr/sqe/ & Feature: Harmony & Scope: Formats=audio & Target audience=listeners & Collection: Size=UNKNOWN & Situation/Task=music listening & Feature: Rhythm & Situation/Task=music annotation & Access: Free/Charged=Charged & Scope: MO type=Score & Situation/Task=musicology & Situation/Task=cultural studies & Access: license=CC-BY-NC & Situation/Task=popular music & Situation/Task=data visualization & Scope: Genre & Target audience=amateurs & Target audience=scholars & Scope: Formats=pdf & Scope: Formats=iiif & Interface: SPARQL endpoint?=N/A & Access: Free/Charged=Free and Charged & Scope: Formats=mp3 & Access: license=Copyright & Purpose: Learning & Scope: Formats=jpg & Feature: Melody & Collection: Size=<1000 & Symbolic: Machine readable? & Collection: Size=<100000 & Scope: Formats=tei/xml & Feature: Timbre & Access: license=Not specified & Scope: Artist & Situation/Task=omr & Scope: Temporal & Target audience=performers & Interface: Data Dump? & Data size=~Mb & Collection: Size=<1M,Scope: MO type=MusicalWork & Situation/Task=metadata aggregation & Scope: Formats=rdf & Interface: Data Dump?=N/A & Target audience=researchers & Type: Collection & Interface: Browsable? & Format: Interoperable? & Feature: Descriptive Metadata & Interface: Human consumption? & Access: Public & SPARQL endpoint URI=http://sparql.europeana.eu/ & Scope: Geographical & Access: license=Open Access & Scope: Object type=Musical resource & Interface: API? & Interface: SPARQL endpoint? & Access: Free/Charged=Free & Purpose: Research & Data size=UNKNOWN & Resource type=Digital Library & Affordance: Is playable? & Interface: Is it queryable? & Collection: Size=>1M,0.033,1
Collection: Size=<10000 & Access: license=CC0 & Scope: Formats=video & Situation/Task=literary studies & Scope: Formats=png & Scope: Formats=mods/xml & Situation/Task=theology & Scope: Formats=realaudio & SPARQL endpoint URI=http://sparql.europeana.eu/ & Access: license=Open Access & Data size=~Gb & Scope: Object type=Score & Interface: API? & Feature: Structure & Interface: SPARQL endpoint? & Scope: Formats=mei/xml & Collection: Size=<100 & Scope: Formats=musicxml & Feature: Lyrics & Scope: Formats=mets/xml & Scope: Formats=midi & SPARQL endpoint URI=http://www.rechercheisidore.fr/sqe/ & Feature: Harmony & Scope: Formats=audio & Target audience=listeners & Collection: Size=UNKNOWN & Situation/Task=music listening & Feature: Rhythm & Situation/Task=music annotation & Access: Free/Charged=Charged & Scope: MO type=Score & Situation/Task=musicology & Situation/Task=metadata aggregation & Situation/Task=cultural studies & Scope: Formats=rdf & Situation/Task=popular music & Situation/Task=data visualization & Target audience=amateurs & Target audience=scholars & Scope: Formats=pdf & Scope: Formats=iiif & Access: Free/Charged=Free and Charged & Access: license=Copyright & Purpose: Learning & Feature: Melody & Collection: Size=<1000 & Symbolic: Machine readable? & Feature: Timbre & Access: license=Not specified & Scope: Artist & Situation/Task=omr & Target audience=performers & Interface: Data Dump? & Data size=~Mb & Collection: Size=<1M & Collection: Size=>1M,Scope: MO type=MusicalWork & Interface: API?=N/A & Access: license=CC-BY-NC & Interface: Data Dump?=N/A & Target audience=researchers & Scope: Formats=marcxml & Scope: Genre & Interface: SPARQL endpoint?=N/A & Scope: Formats=mp3 & Situation/Task=music history & Type: Collection & Interface: Browsable? & Scope: Formats=jpg & Format: Interoperable? & Feature: Descriptive Metadata & Interface: Human consumption? & Access: Public & Collection: Size=<100000 & Scope: Geographical & Scope: Formats=tei/xml & Scope: Object type=Musical resource & Access: Free/Charged=Free & Purpose: Research & Data size=UNKNOWN & Resource type=Digital Library & Affordance: Is playable? & Scope: Temporal & Interface: Is it queryable?,0.033,1
Scope: MO type=MusicalWork & Interface: API?=N/A & Interface: Data Dump?=N/A & Collection: Size=<10000 & Access: license=CC0 & Scope: Formats=marcxml & Scope: Formats=video & Situation/Task=literary studies & Scope: Formats=mods/xml & Situation/Task=theology & Scope: Formats=realaudio & SPARQL endpoint URI=http://sparql.europeana.eu/ & Scope: Object type=Musical resource & Interface: API? & Feature: Structure & Interface: SPARQL endpoint? & Scope: Formats=mei/xml & Collection: Size=<100 & Scope: Formats=musicxml & Feature: Lyrics & Data size=UNKNOWN & Scope: Formats=mets/xml & Scope: Formats=midi & SPARQL endpoint URI=http://www.rechercheisidore.fr/sqe/ & Feature: Harmony & Scope: Formats=audio & Collection: Size=UNKNOWN & Feature: Rhythm & Situation/Task=music annotation & Access: Free/Charged=Charged & Situation/Task=metadata aggregation & Situation/Task=cultural studies & Scope: Formats=rdf & Access: license=CC-BY-NC & Situation/Task=popular music & Situation/Task=data visualization & Scope: Genre & Target audience=amateurs & Target audience=scholars & Scope: Formats=pdf & Scope: Formats=iiif & Access: Free/Charged=Free and Charged & Access: license=Copyright & Purpose: Learning & Scope: Formats=jpg & Feature: Melody & Collection: Size=<1000 & Scope: Geographical & Scope: Formats=tei/xml & Feature: Timbre & Access: license=Not specified & Scope: Artist & Situation/Task=omr & Scope: Temporal & Target audience=performers & Data size=~Mb & Collection: Size=<1M & Collection: Size=>1M,Target audience=researchers & Interface: SPARQL endpoint?=N/A & Scope: Formats=mp3 & Situation/Task=music history & Scope: Formats=png & Type: Collection & Interface: Browsable? & Format: Interoperable? & Feature: Descriptive Metadata & Interface: Human consumption? & Symbolic: Machine readable? & Access: Public & Collection: Size=<100000 & Access: license=Open Access & Data size=~Gb & Scope: Object type=Score & Access: Free/Charged=Free & Purpose: Research & Resource type=Digital Library & Affordance: Is playable? & Target audience=listeners & Interface: Is it queryable? & Interface: Data Dump? & Situation/Task=music listening & Scope: MO type=Score & Situation/Task=musicology,0.033,1
Scope: MO type=MusicalWork & Interface: API?=N/A & Interface: Data Dump?=N/A & Collection: Size=<10000 & Access: license=CC0 & Scope: Formats=marcxml & Scope: Formats=video & Situation/Task=literary studies & Scope: Formats=png & Scope: Formats=mods/xml & Situation/Task=theology & Scope: Formats=realaudio & SPARQL endpoint URI=http://sparql.europeana.eu/ & Data size=~Gb & Scope: Object type=Musical resource & Feature: Structure & Interface: SPARQL endpoint? & Scope: Formats=mei/xml & Collection: Size=<100 & Scope: Formats=musicxml & Feature: Lyrics & Scope: Formats=mets/xml & Scope: Formats=midi & SPARQL endpoint URI=http://www.rechercheisidore.fr/sqe/ & Feature: Harmony & Affordance: Is playable? & Scope: Formats=audio & Target audience=listeners & Collection: Size=UNKNOWN & Situation/Task=music listening & Feature: Rhythm & Situation/Task=music annotation & Access: Free/Charged=Charged & Situation/Task=metadata aggregation & Situation/Task=cultural studies & Scope: Formats=rdf & Access: license=CC-BY-NC & Situation/Task=popular music & Situation/Task=data visualization & Scope: Genre & Target audience=amateurs & Target audience=scholars & Scope: Formats=iiif & Access: Free/Charged=Free and Charged & Scope: Formats=mp3 & Access: license=Copyright & Purpose: Learning & Scope: Formats=jpg & Feature: Melody & Collection: Size=<1000 & Format: Interoperable? & Symbolic: Machine readable? & Scope: Formats=tei/xml & Feature: Timbre & Access: license=Not specified & Scope: Artist & Situation/Task=omr & Scope: Temporal & Target audience=performers & Data size=~Mb & Collection: Size=<1M & Collection: Size=>1M,Access: Public & Collection: Size=<100000 & Scope: Geographical & Access: license=Open Access & Scope: Object type=Score & Interface: API? & Target audience=researchers & Access: Free/Charged=Free & Purpose: Research & Data size=UNKNOWN & Resource type=Digital Library & Scope: Formats=pdf & Interface: SPARQL endpoint?=N/A & Situation/Task=music history & Interface: Is it queryable? & Interface: Data Dump? & Type: Collection & Interface: Browsable? & Feature: Descriptive Metadata & Interface: Human consumption? & Scope: MO type=Score & Situation/Task=musicology,0.033,1
Scope: MO type=MusicalWork & Interface: API?=N/A & Interface: Data Dump?=N/A & Collection: Size=<10000 & Access: license=CC0 & Scope: Formats=marcxml & Scope: Formats=video & Situation/Task=literary studies & Scope: Formats=png & Scope: Formats=mods/xml & Situation/Task=theology & Scope: Formats=realaudio & SPARQL endpoint URI=http://sparql.europeana.eu/ & Data size=~Gb & Scope: Object type=Musical resource & Interface: API? & Feature: Structure & Interface: SPARQL endpoint? & Scope: Formats=mei/xml & Collection: Size=<100 & Scope: Formats=musicxml & Feature: Lyrics & Scope: Formats=mets/xml & Scope: Formats=midi & SPARQL endpoint URI=http://www.rechercheisidore.fr/sqe/ & Feature: Harmony & Affordance: Is playable? & Scope: Formats=audio & Target audience=listeners & Collection: Size=UNKNOWN & Situation/Task=music listening & Feature: Rhythm & Situation/Task=music annotation & Access: Free/Charged=Charged & Situation/Task=metadata aggregation & Situation/Task=cultural studies & Scope: Formats=rdf & Access: license=CC-BY-NC & Situation/Task=popular music & Situation/Task=data visualization & Scope: Genre & Target audience=amateurs & Target audience=scholars & Scope: Formats=iiif & Access: Free/Charged=Free and Charged & Scope: Formats=mp3 & Access: license=Copyright & Purpose: Learning & Scope: Formats=jpg & Feature: Melody & Format: Interoperable? & Symbolic: Machine readable? & Collection: Size=<100000 & Scope: Geographical & Scope: Formats=tei/xml & Feature: Timbre & Access: license=Not specified & Scope: Artist & Situation/Task=omr & Scope: Temporal & Target audience=performers & Data size=~Mb & Collection: Size=<1M & Collection: Size=>1M,Access: Public & Access: license=Open Access & Scope: Object type=Score & Target audience=researchers & Access: Free/Charged=Free & Purpose: Research & Data size=UNKNOWN & Resource type=Digital Library & Scope: Formats=pdf & Interface: SPARQL endpoint?=N/A & Situation/Task=music history & Interface: Is it queryable? & Interface: Data Dump? & Type: Collection & Interface: Browsable? & Collection: Size=<1000 & Feature: Descriptive Metadata & Interface: Human consumption? & Scope: MO type=Score & Situation/Task=musicology,0.033,1
