67a0f74ad7e71d096b368d679b084099,Resource type=Ontology,Type: Specification,Purpose: Research,Scope: Formats=owl,Scope: MO type=Score,Scope: Object type=Score,Access: Public,Access: license=Open Access,Access: Free/Charged=Free,Format: Interoperable?,Interface: Human consumption?,Interface: SPARQL endpoint?=N/A,Interface: Data Dump?,Interface: Is it queryable?,Interface: Browsable?,Collection: Size=N/A,Data size=N/A,Situation/Task=music recommendation,Target audience=researchers
3a8e387e068bf8677d4f411f6971346b,Resource type=Ontology,Type: Specification,Purpose: Research,Scope: Formats=owl,Scope: MO type=Instrument,Scope: Object type=Instrument,Access: Public,Access: license=Open Access,Access: Free/Charged=Free,Format: Interoperable?,Interface: Human consumption?,Interface: SPARQL endpoint?=N/A,Interface: Data Dump?,Interface: Is it queryable?,Interface: Browsable?,Collection: Size=N/A,Data size=N/A,Situation/Task=music annotation,Target audience=researchers
75890211e5fd4ecefcf3f9d488e84042,Resource type=Ontology,Type: Specification,Purpose: Research,Scope: Formats=owl,Scope: MO type=Signal,Scope: Object type=Audio,Access: Public,Access: license=Open Access,Access: Free/Charged=Free,Format: Interoperable?,Interface: Human consumption?,Interface: SPARQL endpoint?=N/A,Interface: Data Dump?,Interface: Is it queryable?,Interface: Browsable?,Collection: Size=N/A,Data size=N/A,Situation/Task=music annotation,Target audience=researchers
d15cb9e43ff74a153ca4dfb7d24a8e81,Resource type=Ontology,Type: Specification,Purpose: Research,Scope: Formats=owl,Scope: MO type=Signal,Scope: Object type=Audio,Access: Public,Access: license=Open Access,Access: Free/Charged=Free,Format: Interoperable?,Interface: Human consumption?,Interface: SPARQL endpoint?=N/A,Interface: Data Dump?,Interface: Is it queryable?,Interface: Browsable?,Collection: Size=N/A,Data size=N/A,Situation/Task=audio effects annotation,Target audience=researchers
108b68e4ff0591275606990036e10808,Resource type=Ontology,Type: Specification,Purpose: Research,Scope: Formats=owl,Scope: MO type=Signal,Scope: Object type=Audio,Access: Public,Access: license=CC-BY-SA,Access: Free/Charged=Free,Format: Interoperable?,Interface: SPARQL endpoint?=N/A,Interface: Data Dump?,Interface: Is it queryable?,Collection: Size=N/A,Data size=N/A,Situation/Task=audio effects annotation,Target audience=researchers
91bcc791acf953f08f4c5155e200d29a,Resource type=Ontology,Type: Specification,Purpose: Research,Scope: Formats=owl,Scope: MO type=Score,Scope: Object type=Score,Access: Public,Access: license=Not specified,Access: Free/Charged=Free,Format: Interoperable?,Interface: Human consumption?,Interface: SPARQL endpoint?=N/A,Interface: Data Dump?,Interface: Is it queryable?,Interface: Browsable?,Collection: Size=N/A,Data size=N/A,Situation/Task=music annotation,Target audience=researchers
ab931e126d791336f721a86daaf4f891,Resource type=Ontology,Type: Specification,Purpose: Research,Scope: Formats=owl,Scope: MO type=MusicalWork,Scope: Object type=Musical resource,Access: Public,Access: license=Open Access,Access: Free/Charged=Free,Format: Interoperable?,Interface: Human consumption?,Interface: SPARQL endpoint?=N/A,Interface: Data Dump?,Interface: Is it queryable?,Interface: Browsable?,Collection: Size=N/A,Data size=N/A,Situation/Task=music annotation,Target audience=researchers
a39b2347e5e73c48120b15307a5334c2,Resource type=Ontology,Type: Specification,Purpose: Research,Scope: Formats=owl,Scope: MO type=MusicalWork,Scope: Object type=Musical resource,Access: Public,Access: license=CC-BY,Access: Free/Charged=Free,Format: Interoperable?,Interface: Human consumption?,Interface: SPARQL endpoint?=N/A,Interface: Data Dump?,Interface: Is it queryable?,Interface: Browsable?,Collection: Size=N/A,Data size=N/A,Situation/Task=music annotation,Target audience=researchers
1975f64ba80a52a1b7f97f2504249d8c,Resource type=Ontology,Type: Specification,Purpose: Research,Scope: Formats=skos,Scope: Formats=owl,Scope: MO type=MusicalWork,Scope: Object type=Musical resource,Access: Public,Access: license=CC-BY,Access: Free/Charged=Free,Format: Interoperable?,Interface: Human consumption?,Interface: Data Dump?,Interface: Is it queryable?,Interface: Browsable?,Collection: Size=N/A,Data size=N/A,Situation/Task=music annotation,Target audience=researchers
1b579b359093f3a57faa36dd755686c1,Resource type=Ontology,Type: Specification,Purpose: Research,Scope: Formats=owl,Scope: MO type=Performance,Scope: Object type=Audio,Access: Public,Access: license=CC-BY,Access: Free/Charged=Free,Format: Interoperable?,Interface: SPARQL endpoint?,SPARQL endpoint URI=http://etree.linkedmusic.org/sparql,Interface: Data Dump?,Interface: Browsable?,Collection: Size=N/A,Data size=N/A,Situation/Task=musicology,Situation/Task=music information retrieval,Situation/Task=music analysis,Target audience=researchers
5bf4c8c3f2d9d5ca717147f59aa13be5,Resource type=Ontology,Type: Specification,Purpose: Research,Scope: Formats=owl,Scope: MO type=Track,Scope: Object type=Audio,Access: Public,Access: license=CC-BY,Access: Free/Charged=Free,Format: Interoperable?,Interface: SPARQL endpoint?,SPARQL endpoint URI=http://etree.linkedmusic.org/sparql,Interface: Data Dump?,Interface: Browsable?,Collection: Size=N/A,Data size=N/A,Situation/Task=musicology,Situation/Task=music information retrieval,Situation/Task=music analysis,Target audience=researchers
b87f611296ad5b9917a3f237207936a6,Resource type=Ontology,Type: Specification,Purpose: Research,Scope: Temporal,Scope: Formats=owl,Access: Public,Access: license=CC BY 3.0,Access: Free/Charged=Free,Format: Interoperable?,Interface: Human consumption?,Situation/Task=music annotation,Situation/Task=audio annotation,Target audience=researchers
